EndNode1,EndNode2,ID,EID,MaxSpeed,Capacity,Lanes,InRoundbaout,Length
338,402,4259,5904,50,0,2,0,68.52
339,80,6771,10191,30,0,1,0,11.97
339,175,4355,6088,30,0,1,0,9.79
339,311,6339,9406,30,0,1,0,134.6
340,350,7652,11699,30,0,1,0,37.58
341,99,8312,13010,30,0,1,0,22.16
341,195,4425,6201,30,0,1,0,57.46
342,148,4489,6323,50,0,2,0,47.23
343,344,4491,6326,50,0,2,0,11.84
344,149,4492,6329,50,0,2,0,26.99
345,302,4496,6337,50,0,2,0,13.96
346,259,4524,6391,30,0,1,0,24.31
346,269,4521,6388,30,0,1,0,24.49
347,294,5817,8519,30,0,1,0,13.03
348,281,4674,6623,30,0,1,0,31.54
349,336,4704,6661,30,0,1,0,5.87
350,351,4721,6684,30,0,2,0,23.18
351,405,6380,9468,30,0,2,0,35.24
352,353,4820,6855,30,0,1,0,61.93
352,372,5780,8455,50,0,2,0,20.36
353,224,7945,12240,30,0,1,0,8.01
354,143,4827,6868,30,0,1,0,19.46
355,356,4841,6892,30,0,1,0,8.86
356,349,7591,11560,30,0,1,0,9.78
357,17,6004,8833,30,0,1,0,39.55
358,145,4927,7038,30,0,2,0,32.75
359,321,4930,7043,50,0,2,0,112.91
360,289,5042,7225,30,0,2,0,5.04
361,362,5141,7388,50,0,2,0,12.58
362,359,8882,14146,50,0,2,0,4.72
363,11,5202,7475,30,0,1,0,108.1
363,279,8444,13303,30,0,1,0,8.26
364,196,5863,8602,30,0,1,0,68.11
365,285,5246,7549,30,0,1,0,53.1
366,331,5356,7749,50,0,2,0,3.93
367,268,5773,8439,30,0,1,0,12.63
367,300,5414,7845,30,0,1,0,10.28
368,403,6978,10547,30,0,2,0,17.77
369,256,7502,11418,30,0,1,0,13.18
370,80,7083,10705,30,0,1,0,26.01
370,330,6782,10217,30,0,1,0,8.51
370,389,7568,11518,30,0,1,0,27.97
371,30,8139,12646,30,0,1,0,13.22
371,312,5639,8248,30,0,1,0,49.49
372,224,8177,12722,50,0,2,0,50.69
373,215,5790,8477,30,0,1,0,30.61
374,92,5808,8504,30,0,1,0,13.86
375,376,5935,8716,30,0,1,0,7.07
375,382,6430,9573,30,0,1,0,11.55
376,86,6426,9569,30,0,1,0,13.73
376,375,5936,8717,30,0,1,0,7.07
377,361,6077,8949,50,0,2,0,25.18
378,392,7979,12324,30,0,1,0,9.72
379,296,7307,11093,30,0,1,0,9.46
379,332,6167,9113,30,0,1,0,43.28
380,159,6650,9975,30,0,1,0,29.65
381,118,6274,9295,30,0,1,0,51.23
381,302,6272,9293,30,0,1,0,4.72
382,219,6428,9571,30,0,1,0,18.06
382,375,6429,9572,30,0,1,0,11.55
383,154,8779,13953,30,0,1,0,17.46
384,385,6675,10022,30,0,1,0,78.98
385,358,6676,10025,30,0,1,0,10.75
386,82,7145,10825,30,0,2,0,10.4
387,401,7274,11032,30,0,2,0,6.11
388,389,7485,11386,30,0,1,0,9.03
388,421,8088,12529,30,0,1,0,29.75
389,370,7569,11519,30,0,1,0,28.46
389,388,7486,11387,30,0,1,0,9.03
390,32,7882,12110,30,0,1,0,30.55
390,301,7866,12081,30,0,1,0,30.08
391,395,8617,13648,30,0,1,0,55.93
392,348,8823,14037,30,0,1,0,19.3
393,200,7998,12362,30,0,1,0,64.78
394,397,8812,14016,30,0,1,0,12.29
395,393,8618,13651,30,0,1,0,15.56
396,365,8842,14067,30,0,1,0,12.65
397,35,8813,14019,30,0,1,0,9.03
398,38,1431,1715,30,0,2,0,43.71
398,122,3217,4209,50,0,2,0,46.87
398,124,5804,8496,30,0,2,0,10.03
398,174,1340,1594,50,0,2,0,62.39
399,62,2120,2694,30,0,1,0,17.53
399,65,1069,1207,30,0,2,0,45.62
399,109,796,816,30,0,1,0,23.82
400,11,1245,1456,30,0,1,0,78.98
400,140,6372,9456,30,0,1,0,80.07
400,228,1929,2426,30,0,1,0,169.71
400,229,6105,9002,30,0,1,0,70.48
401,254,3959,5403,30,0,1,0,23.4
401,308,8374,13161,30,0,1,0,11.4
401,337,4215,5826,30,0,1,0,8.8
401,386,8789,13974,30,0,2,0,3.93
402,160,1149,1322,30,0,3,0,27.42
402,161,3964,5409,50,0,2,0,45.61
402,172,4497,6338,50,0,2,0,44.07
402,288,8268,12896,30,0,2,0,8.17
402,360,5176,7434,30,0,2,0,28.78
403,387,7491,11396,30,0,2,0,9.47
404,90,684,658,30,0,1,0,22.07
404,212,1682,2076,30,0,1,0,24.22
404,355,5611,8204,30,0,1,0,5.5
404,453,2456,3154,30,0,1,0,70.91
405,40,7353,11174,30,0,1,0,10.55
405,287,6381,9470,30,0,1,0,24.64
405,322,4606,6526,30,0,1,0,44.0
406,128,981,1085,30,0,1,0,45.71
406,164,3669,4932,30,0,1,0,20.45
406,258,3371,4451,30,0,1,0,58.44
407,134,1092,1242,30,0,1,0,29.86
407,147,2212,2821,30,0,1,0,34.18
407,413,3165,4147,30,0,1,0,69.82
408,389,8407,13230,30,0,1,0,9.79
409,243,4947,7064,50,0,2,0,9.98
410,409,6883,10389,50,0,2,0,55.18
411,322,3875,5254,30,0,1,0,33.51
411,323,3877,5256,30,0,1,0,8.05
412,234,8602,13624,30,0,1,0,37.23
412,253,2230,2849,30,0,1,0,66.12
413,383,6437,9583,30,0,1,0,20.66
413,407,1417,1691,30,0,1,0,69.51
414,53,8282,12925,30,0,1,0,6.53
414,150,3812,5142,30,0,1,0,7.05
414,237,8176,12720,50,0,2,0,8.12
414,305,3483,4648,50,0,2,0,10.06
415,106,7289,11058,30,0,1,0,84.51
415,286,2995,3891,50,0,2,0,15.17
415,342,4488,6320,50,0,2,0,66.73
415,440,8447,13312,30,0,1,0,97.49
417,78,1427,1709,30,0,2,0,40.69
419,157,1135,1302,30,0,1,0,86.55
419,168,2816,3651,30,0,1,0,49.28
420,195,1499,1807,30,0,1,0,46.06
421,388,8087,12528,30,0,1,0,29.75
423,84,904,973,30,0,1,0,49.22
424,114,908,978,30,0,1,0,92.61
426,139,8322,13025,30,0,1,0,16.07
427,95,721,712,30,0,1,0,228.71
429,42,8364,13135,30,0,1,0,20.71
430,213,1695,2093,30,0,1,0,15.18
431,83,7685,11753,30,0,1,0,30.26
432,102,1558,1884,10,0,1,0,11.14
433,210,4823,6861,30,0,1,0,43.77
435,314,3732,5016,50,0,2,0,43.29
436,321,3838,5185,30,0,1,0,159.5
437,81,641,593,30,0,1,0,155.39
439,333,4062,5579,30,0,2,0,52.48
440,415,8448,13313,30,0,1,0,97.51
441,148,3618,4855,30,0,1,0,41.08
442,244,7600,11581,30,0,1,0,42.32
443,150,3764,5063,30,0,1,0,86.59
444,117,7529,11459,30,0,1,0,70.95
445,117,6200,9167,30,0,1,0,59.42
446,69,579,505,30,0,1,0,44.78
449,338,5555,8100,50,0,2,0,70.34
450,312,4427,6203,30,0,1,0,44.65
453,404,2457,3155,30,0,1,0,70.87
454,48,5934,8712,30,0,1,0,62.85
456,9,1579,1915,30,0,1,0,56.09
457,8,3129,4101,30,0,1,0,63.48
458,313,3672,4935,10,0,1,0,29.42
459,73,2361,3029,30,0,1,0,53.2
460,71,4692,6645,30,0,1,0,106.49
461,166,1856,2315,30,0,1,0,261.7
462,402,6347,9416,30,0,2,0,62.47
463,152,3163,4143,30,0,1,0,44.62
